disturbed?,coastal?,classification,population,ID,leaf_weight_g,leaf_area,lflength,SLA,avg_fruit_length,plant_height,# flowers,# fruits,reproductive_effort,E_cicutarium,E_brachycarpum,E. malacoides,E_botrys,E_moschatum,other_Erodium,Erodium_total,grass ,forb,shrub,total,soil_wet_weight,soil_dry_weight,soil_water_content,OM,ENR,P1,HCO3_P,PH,K,MG,CA,NA,BUFFER_PH,H,CEC,K_PCT,MG_PCT,CA_PCT,H_PCT,NA_PCT,S
undisturbed,inland,roadside,Santiago,SCA13,0.01891,306.1,,16187.20254,3.18,12.00,30,27,57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.35,0.00,0.55,225,206,19,3.1,91.0,130.0,54.4,6.8,127.7,82.9,1667.0,13.5,,0.3,9.7,3.4,7.0,86.0,3.0,0.6,3.8
undisturbed,inland,roadside,Santiago,SCA14,0.00875,135.445,,15479.42857,2.90,7.00,3,13,16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.10,0.00,0.40,195,178,17,3.2,93.4,42.5,10.7,6.9,267.5,123.6,2892.0,14.6,,0.2,16.4,4.2,6.2,87.8,1.5,0.4,5.3
undisturbed,inland,roadside,Santiago,SCA15,0.0131,187.396,,14305.03817,3.24,11.80,19,35,54,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.20,0.00,0.00,0.30,207,189,18,3.3,96.0,40.0,6.9,7.1,30.5,22.9,859.1,11.1,,0.0,4.6,1.7,4.1,93.2,0.0,1.0,5.2
undisturbed,inland,roadside,Santiago,SCA16,0.01185,215.234,,18163.20675,3.15,9.80,21,24,45,0.30,0.00,0.00,0.00,0.00,0.00,0.30,0.30,0.10,0.00,0.70,192,172,20,2.7,84.8,40.4,20.9,7.4,128.0,58.1,2230.0,23.4,,0.0,12.0,2.7,4.0,92.5,0.0,0.8,8.0
disturbed,inland,roadside,Santiago,SCA17,0.03525,425.551,,12072.36879,3.23,18.60,44,32,76,0.60,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.70,151,134,17,,,,,,,,,,,,,,,,,,
disturbed,inland,roadside,Santiago,SCA18,0.01201,220.802,,18384.84596,2.73,10.40,11,8,19,0.50,0.00,0.00,0.00,0.00,0.00,0.50,0.30,0.00,0.00,0.80,137,122,15,,,,,,,,,,,,,,,,,,
undisturbed,inland,roadside,Santiago,SCA19,0.01898,292.611,,15416.80717,3.32,16.50,19,44,63,0.15,0.00,0.00,0.00,0.00,0.00,0.15,0.60,0.15,0.00,0.90,145,129,16,4.4,117.4,50.1,10.8,7.2,303.0,64.3,2175.0,80.9,,0.0,12.5,6.2,4.2,86.8,0.0,2.8,12.2
undisturbed,inland,roadside,Santiago,SCA2,0.01733,286.992,,16560.41546,3.68,20.40,29,69,98,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.85,0.05,0.00,0.95,150,135,15,2.4,78.2,76.8,22.7,7.6,72.1,56.6,3076.0,13.5,,0.0,16.1,1.1,2.9,95.6,0.0,0.4,6.6
undisturbed,inland,roadside,Santiago,SCA20,0.01136,231.377,,20367.69366,3.05,14.80,33,41,74,0.15,0.00,0.00,0.00,0.00,0.00,0.15,0.20,0.10,0.00,0.45,197,177,20,,,,,,,,,,,,,,,,,,
disturbed,inland,roadside,Santiago,SCA3,0.02698,436.27,,16170.12602,2.98,24.90,36,42,78,0.00,0.00,0.00,0.00,0.15,0.15,0.15,0.50,0.10,0.00,0.75,127,114,13,,,,,,,,,,,,,,,,,,
disturbed,inland,roadside,Santiago,SCA4,0.00281,73.648,,26209.25267,2.80,4.50,2,4,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.15,0.00,0.45,202,182,20,4.8,126.6,74.0,11.0,6.8,81.7,127.6,1121.0,11.2,,0.2,7.1,2.9,14.8,78.6,3.0,0.7,3.2
disturbed,inland,roadside,Santiago,SCA5,0.00402,77.09,,19176.61692,2.80,2.30,5,1,6,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.30,0.20,0.00,0.70,178,157,21,4.1,112.8,60.9,14.1,7.1,77.2,130.2,1357.0,8.8,,0.0,8.1,2.4,13.3,83.8,0.0,0.5,7.0
disturbed,inland,roadside,Santiago,SCA6,0.01201,210.683,,17542.29808,2.57,5.60,8,5,13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.20,0.00,0.30,210,183,27,5.0,129.6,53.0,12.0,7.3,71.0,51.0,1228.0,10.0,,0.0,6.8,2.7,6.2,90.5,0.0,0.6,7.0
disturbed,inland,roadside,Santiago,SCA7,0.00829,181.653,,21912.30398,3.70,27.00,33,52,85,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.10,0.60,0.00,0.80,211,189,22,2.5,80.0,68.9,12.5,7.3,129.9,65.0,437.8,8.3,,0.0,3.1,10.8,17.3,70.8,0.0,1.2,5.6
disturbed,inland,roadside,Santiago,SCA8,0.01798,349.973,,19464.57175,3.15,12.50,15,38,53,0.20,0.00,0.00,0.00,0.10,0.10,0.30,0.50,0.20,0.00,1.00,145,133,12,5.0,130.2,82.4,10.4,7.1,20.3,15.3,625.5,6.8,,0.0,3.3,1.6,3.8,93.8,0.0,0.9,1.4
disturbed,inland,roadside,Santiago,SCA9,0.03501,514.289,,14689.77435,3.20,22.50,79,220,299,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.40,0.10,0.00,0.70,222,199,23,3.5,100.0,60.0,12.9,7.4,42.5,29.5,966.2,11.1,,0.0,5.2,2.1,4.6,92.3,0.0,0.9,1.8
undisturbed,inland,reserve - grassland,Sierra Foothills grazed,SFG1,0.00165,37.8,14.8,22909.09091,3.5,4.4,1,1,2,0.10,0.30,0.00,0.00,0.00,0.30,0.40,0.20,0.00,0.00,0.60,267.01,246.39,20.62,3.0,90.2,4.0,8.0,6.4,109.1,729.0,2991.0,23.2,6.7,2.1,23.4,1.2,25.6,63.8,9.0,0.4,5.6
undisturbed,inland,reserve - grassland,Sierra Foothills grazed,SFG10,0.00383,78,21.9,20365.53525,3.6,4.8,2,1,3,0.15,0.15,0.00,0.00,0.00,0.15,0.30,0.20,0.20,0.00,0.70,234.98,205.47,29.51,4.3,116.4,2.3,14.0,6.4,147.4,756.0,2579.0,10.9,6.7,1.9,21.4,1.8,29.0,60.0,9.0,0.2,3.5
disturbed,inland,reserve - grassland,Sierra Foothills grazed,SFG11,0.00145,39.7,15.5,27379.31034,3.5,5.9,1,1,2,0.10,0.10,0.00,0.00,0.00,0.10,0.20,0.15,0.15,0.00,0.50,103.93,95.95,7.98,4.7,124.8,2.3,14.3,6.3,114.9,443.3,1516.0,10.1,6.8,1.4,12.9,2.3,28.3,58.6,10.5,0.3,3.4
disturbed,inland,reserve - grassland,Sierra Foothills grazed,SFG12,0.00687,117.3,32.6,17074.23581,3.6,5.7,6,5,11,0.10,0.00,0.00,0.10,0.00,0.10,0.20,0.15,0.00,0.00,0.35,170.96,157.66,13.3,3.4,98.2,2.4,12.2,6.5,117.7,812.9,2910.0,12.4,6.8,1.7,23.3,1.3,28.7,62.3,7.5,0.2,5.0
disturbed,inland,reserve - grassland,Sierra Foothills grazed,SFG13,0.00754,130.3,39.2,17281.16711,3.7,7.5,2,4,6,0.10,0.00,0.00,0.10,0.00,0.10,0.20,0.50,0.20,0.00,0.90,214.22,195.12,19.1,4.6,122.0,2.3,12.7,6.3,148.1,638.2,2540.0,17.1,6.7,2.2,20.5,1.8,25.6,61.7,10.5,0.4,4.2
disturbed,inland,reserve - grassland,Sierra Foothills grazed,SFG14,0.0017,28.8,13.4,16941.17647,3.6,5.3,0,1,1,0.10,0.00,0.00,0.40,0.00,0.40,0.50,0.10,0.40,0.00,1.00,195.08,177,18.08,4.7,124.2,2.6,14.9,6.3,100.8,596.5,2125.0,17.2,6.7,1.9,17.7,1.5,27.7,59.9,10.5,0.4,5.5
disturbed,inland,reserve - grassland,Sierra Foothills grazed,SFG15,0.00167,37.6,14.5,22514.97006,3.2,4.2,0,1,1,0.10,0.00,0.00,0.40,0.00,0.40,0.50,0.15,0.10,0.00,0.75,175.05,158.84,16.21,4.4,117.8,2.9,10.8,6.3,112.4,523.8,1733.0,15.6,6.8,1.6,14.9,1.9,29.0,58.1,10.5,0.5,3.1
disturbed,inland,reserve - grassland,Sierra Foothills grazed,SFG2,0.00395,89.2,22.0,22582.27848,3,3.4,2,1,3,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.40,0.00,0.60,196.5,177.25,19.25,3.3,96.4,2.2,18.0,6.6,132.2,808.7,3407.0,31.1,,1.5,25.7,1.3,25.9,66.2,6.0,0.5,4.0
undisturbed,inland,reserve - grassland,Sierra Foothills grazed,SFG3,0.00381,78.9,29.3,20708.66142,4,4.9,4,1,5,0.00,0.00,0.00,0.40,0.00,0.40,0.40,0.05,0.25,0.00,0.70,154.53,141.5,13.03,4.5,119.2,4.1,14.5,6.5,137.2,807.1,3313.0,24.8,6.7,1.9,25.5,1.4,26.0,64.7,7.5,0.4,5.0
disturbed,inland,reserve - grassland,Sierra Foothills grazed,SFG4,0.00377,101.3,36.2,26870.02653,3.6,6.9,2,2,4,0.10,0.00,0.00,0.60,0.00,0.60,0.70,0.20,0.00,0.00,0.90,167.91,154.55,13.36,3.9,108.6,2.9,14.1,6.1,129.9,628.7,2129.0,18.2,6.7,2.6,18.8,1.8,27.4,56.4,14.0,0.4,4.9
disturbed,inland,reserve - grassland,Sierra Foothills grazed,SFG5,0.00912,153.6,43.2,16842.10526,3.466666667,5.1,6,5,11,0.05,0.00,0.00,0.25,0.00,0.25,0.30,0.00,0.50,0.00,0.80,133.39,114.29,19.1,6.6,161.6,4.8,26.8,6.1,197.1,746.1,2626.0,21.0,6.6,3.2,23.1,2.2,26.6,56.8,14.0,0.4,8.0
disturbed,inland,reserve - grassland,Sierra Foothills grazed,SFG6,0.00227,56.8,16.0,25022.02643,3.6,4,1,1,2,0.10,0.00,0.00,0.60,0.00,0.60,0.70,0.10,0.00,0.00,0.80,137.07,123.11,13.96,6.0,149.8,4.1,10.7,6.3,106.6,693.7,2089.0,20.6,6.7,1.9,18.4,1.5,31.0,56.6,10.5,0.5,4.2
disturbed,inland,reserve - grassland,Sierra Foothills grazed,SFG7,0.01539,242.5,48.1,15756.98506,3.566666667,7.9,17,12,29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.55,0.00,0.95,158.87,,158.87,6.8,165.2,2.3,14.2,6.1,126.2,659.0,1934.0,19.3,6.7,2.5,18.0,1.8,30.1,53.6,14.0,0.5,5.3
undisturbed,inland,reserve - grassland,Sierra Foothills grazed,SFG8,0.00715,134.4,32.2,18797.2028,3.9,5,2,2,4,0.00,0.00,0.00,0.40,0.00,0.40,0.40,0.10,0.05,0.00,0.55,147.5,130.77,16.73,3.6,102.8,2.6,10.7,6.3,157.4,730.3,2607.0,15.8,6.7,2.3,21.8,1.8,27.6,59.8,10.5,0.3,5.9
undisturbed,inland,reserve - grassland,Sierra Foothills grazed,SFG9,0.01143,213,40.6,18635.1706,4.333333333,6.6,4,6,10,0.20,0.00,0.00,0.05,0.00,0.05,0.25,0.20,0.20,0.00,0.65,158.64,141.98,16.66,8.2,193.4,14.0,10.0,6.2,130.2,709.8,2153.0,18.2,6.7,2.3,19.3,1.7,30.2,55.6,12.0,0.4,5.2
undisturbed,inland,reserve - grassland,Sierra Foothills Shubert nat area,SFSN1,0.02103,491.5,71.9,23371.37423,,15.4,12,1,13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.15,0.00,1.00,193.38,161.62,31.76,,,,,,,,,,,,,,,,,,
undisturbed,inland,reserve - grassland,Sierra Foothills Shubert nat area,SFSN10,0.00366,115.4,30.8,31530.05464,,,,,,0.50,0.00,0.00,0.00,0.00,0.00,0.50,0.20,0.30,0.00,1.00,216.09,17.99,198.1,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - grassland,Sierra Foothills Shubert nat area,SFSN11,0.00431,113.3,34.8,26287.70302,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90,0.10,0.00,1.00,213.77,176.44,37.33,,,,,,,,,,,,,,,,,,
undisturbed,inland,reserve - grassland,Sierra Foothills Shubert nat area,SFSN12,0.00657,175.8,49.1,26757.99087,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.35,0.00,1.00,147.16,122.93,24.23,,,,,,,,,,,,,,,,,,
undisturbed,inland,reserve - grassland,Sierra Foothills Shubert nat area,SFSN13,0.00746,184.8,55.1,24772.11796,,,,,,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.40,0.40,0.00,1.00,240.39,198.29,42.1,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - grassland,Sierra Foothills Shubert nat area,SFSN14,0.00297,104,57.4,35016.83502,,,,,,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.40,0.55,0.00,1.00,188.14,154.93,33.21,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - grassland,Sierra Foothills Shubert nat area,SFSN15,0.01194,344.2,87.1,28827.47069,,,,,,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.45,0.45,0.00,1.00,237.62,195.61,42.01,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - grassland,Sierra Foothills Shubert nat area,SFSN16,0.01356,294.5,58.9,21718.28909,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.30,0.00,1.00,274.22,224.44,49.78,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - grassland,Sierra Foothills Shubert nat area,SFSN17,0.00588,171.6,59.7,29183.67347,,,,,,0.05,0.40,0.00,0.00,0.00,0.40,0.45,0.15,0.40,0.00,1.00,201.22,164.88,36.34,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - grassland,Sierra Foothills Shubert nat area,SFSN18,0.00699,134.2,40.2,19198.85551,,,,,,0.10,0.10,0.00,0.00,0.00,0.10,0.20,0.00,0.80,0.00,1.00,227.8,188.71,39.09,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - grassland,Sierra Foothills Shubert nat area,SFSN19,0.01013,264.1,52.7,26071.07601,,,,,,0.00,0.85,0.00,0.00,0.00,0.85,0.85,0.00,0.15,0.00,1.00,179.1,156.73,22.37,,,,,,,,,,,,,,,,,,
undisturbed,inland,reserve - grassland,Sierra Foothills Shubert nat area,SFSN2,0.02173,478.5,75.6,22020.2485,,9.4,3,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.30,0.00,1.00,154.4,127.92,26.48,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - grassland,Sierra Foothills Shubert nat area,SFSN20,0.00111,418.8,84.1,377297.2973,,,,,,0.40,0.00,0.00,0.00,0.00,0.00,0.40,0.30,0.30,0.00,1.00,242.26,198.17,44.09,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - grassland,Sierra Foothills Shubert nat area,SFSN3,0.02335,,,,,9.7,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.05,0.00,1.00,262.35,217.01,45.34,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - grassland,Sierra Foothills Shubert nat area,SFSN4,0.00762,215,57.7,28215.2231,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,1.00,242.57,201.91,40.66,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - grassland,Sierra Foothills Shubert nat area,SFSN5,0.00394,131.7,42.3,33426.39594,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.60,0.00,1.00,190.28,159.08,31.2,,,,,,,,,,,,,,,,,,
undisturbed,inland,reserve - grassland,Sierra Foothills Shubert nat area,SFSN6,0.01219,290.1,59.5,23798.19524,,,,,,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.40,0.40,0.00,1.00,167.13,137.48,29.65,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - grassland,Sierra Foothills Shubert nat area,SFSN7,0.00106,42.2,33.2,39811.32075,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.20,0.00,1.00,107.63,93.13,14.5,,,,,,,,,,,,,,,,,,
undisturbed,inland,reserve - grassland,Sierra Foothills Shubert nat area,SFSN8,0.01439,321.9,72.9,22369.70118,,,,,,0.15,0.00,0.00,0.00,0.00,0.00,0.15,0.80,0.05,0.00,1.00,205.5,171.4,34.1,,,,,,,,,,,,,,,,,,
undisturbed,inland,reserve - grassland,Sierra Foothills Shubert nat area,SFSN9,0.00559,135.4,47.6,24221.82469,,,,,,0.60,0.00,0.00,0.00,0.00,0.00,0.60,0.20,0.20,0.00,1.00,260.24,217.66,42.58,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - desert,Sweeney corral,SGC1,0.00051,6.6,4.7,12941.17647,2.9,2.7,0,1,1,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.05,368.72,357.95,10.77,1.0,49.2,48.9,10.7,6.6,162.6,74.5,821.2,16.4,,0.3,5.5,7.5,11.1,74.1,6.0,1.3,4.2
undisturbed,inland,reserve - desert,Sweeney corral,SGC10,0.00027,12.7,7.7,47037.03704,2.7,2.4,0,1,1,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.10,349.37,343.07,6.3,0.8,45.6,58.5,30.3,6.8,157.8,88.4,774.3,14.0,,0.2,5.2,7.7,14.0,74.1,3.0,1.2,0.3
disturbed,inland,reserve - desert,Sweeney corral,SGC11,0.00038,5.8,5.0,15263.15789,3.1,2.1,1,1,2,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.10,354.86,348.03,6.83,0.7,44.2,34.3,18.1,6.9,272.7,161.1,1129.0,15.3,,0.1,7.8,8.9,16.9,71.9,1.5,0.8,4.8
disturbed,inland,reserve - desert,Sweeney corral,SGC12,0.00179,18,10.1,10055.86592,2.8,3,2,2,4,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.10,346.08,334,12.08,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - desert,Sweeney corral,SGC13,0.00126,14.6,8.8,11587.30159,3.1,2.2,0,1,1,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.05,340.06,333.67,6.39,0.6,42.6,34.7,24.0,6.7,169.8,90.9,763.1,16.1,,0.2,5.3,8.2,14.1,71.9,4.5,1.3,1.6
disturbed,inland,reserve - desert,Sweeney corral,SGC14,0.00062,9.4,4.7,15161.29032,2.8,2.4,0,1,1,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.10,350.49,340.18,10.31,1.0,49.0,54.1,26.2,7.2,325.5,134.6,1156.0,16.1,,0.0,7.8,10.7,14.2,74.2,0.0,0.9,7.4
disturbed,inland,reserve - desert,Sweeney corral,SGC15,0.00081,9.5,6.8,11728.39506,2.8,2.3,0,1,1,0.35,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.35,317.37,310.65,6.72,1.1,52.2,54.9,34.3,7.6,481.7,181.7,1438.0,15.8,,0.0,10.0,12.4,15.0,72.0,0.0,0.7,7.3
undisturbed,inland,reserve - desert,Sweeney corral,SGC2,0.00107,16.6,7.8,15514.01869,2.9,2,1,1,2,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.05,341.62,339.13,2.49,0.9,47.0,28.2,18.0,6.8,167.9,79.4,580.9,15.7,,0.1,4.2,10.3,15.6,69.4,3.0,1.6,6.3
undisturbed,inland,reserve - desert,Sweeney corral,SGC3,***,8.2,5.4,,2.9,2.3,0,1,1,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.00,0.10,324.55,317.77,6.78,0.9,48.0,44.3,14.1,6.9,233.0,122.0,1061.0,15.7,,0.1,7.1,8.4,14.2,74.9,1.5,1.0,4.8
undisturbed,inland,reserve - desert,Sweeney corral,SGC4,0.0009,13.2,7.5,14666.66667,2.5,2.1,0,1,1,0.15,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.15,333.33,327.52,5.81,1.0,49.6,34.3,62.5,6.8,92.2,47.7,496.7,28.0,,0.1,3.3,7.1,11.8,74.5,3.0,3.7,4.2
disturbed,inland,reserve - desert,Sweeney corral,SGC5,0.00092,16.7,8.9,18152.17391,2.6,2.4,0,1,1,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.20,305.9,299.15,6.75,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - desert,Sweeney corral,SGC6,0.00075,11,8.1,14666.66667,3,2.5,1,1,2,0.02,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.02,362.2,353.85,8.35,0.8,46.0,52.2,46.9,6.7,271.8,137.3,940.2,19.9,,0.3,6.9,10.1,16.3,67.9,4.5,1.2,5.5
undisturbed,inland,reserve - desert,Sweeney corral,SGC7,0.00121,13.6,9.2,11239.66942,2.7,2.4,0,1,1,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.02,0.00,0.07,355.97,350.06,5.91,,,,,,,,,,,,,,,,,,
undisturbed,inland,reserve - desert,Sweeney corral,SGC8,0.00077,10.2,6.9,13246.75325,2.6,2.4,0,1,1,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.05,352.5,344.02,8.48,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - desert,Sweeney corral,SGC9,0.00076,6.9,6.2,9078.947368,2.4,2.4,0,1,1,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.10,338.09,332.98,5.11,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - desert,Sweeney yucca rise,SGYR1,0.01042,228.9,52.4,21967.37044,3.25,8.4,9,6,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.50,1.00,218.88,214.82,4.06,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - desert,Sweeney yucca rise,SGYR10,0.00133,21.7,11.1,16315.78947,3.3,3.4,1,1,2,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.10,292.86,295.05,0,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - desert,Sweeney yucca rise,SGYR11,0.00122,9.7,6.7,7950.819672,3.2,3.1,0,1,1,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.05,0.00,0.15,384.34,381.85,2.49,,,,,,,,,,,,,,,,,,
undisturbed,inland,reserve - desert,Sweeney yucca rise,SGYR12,0.00235,37.9,17.9,16127.65957,2.7,2.7,0,1,1,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.15,0.00,0.25,374.34,363.12,11.22,,,,,,,,,,,,,,,,,,
undisturbed,inland,reserve - desert,Sweeney yucca rise,SGYR13,0.00212,29,12.1,13679.24528,2.8,2.6,0,1,1,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.05,362.52,355.99,6.53,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - desert,Sweeney yucca rise,SGYR14,0.00533,70.5,20.3,13227.01689,3.166666667,3.8,4,5,9,0.50,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.50,313.39,307.9,5.49,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - desert,Sweeney yucca rise,SGYR15,0.00569,89.9,28.1,15799.64851,3.466666667,6.7,9,10,19,0.60,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.60,268.15,267.64,0.51,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - desert,Sweeney yucca rise,SGYR2,0.00061,7.8,6.9,12786.88525,3.2,2.9,1,1,2,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.20,357.18,351.25,5.93,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - desert,Sweeney yucca rise,SGYR3,0.00071,10.7,7.2,15070.42254,3.2,2.3,1,1,2,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.05,0.00,0.15,394.34,386.6,7.74,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - desert,Sweeney yucca rise,SGYR4,0.00093,19.7,11.2,21182.7957,3.2,3.1,2,2,4,0.30,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.20,0.50,299.47,291.37,8.1,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - desert,Sweeney yucca rise,SGYR5,0.0028,45.7,21.2,16321.42857,2.7,2.5,0,1,1,0.60,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.60,354.28,342.25,12.03,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - desert,Sweeney yucca rise,SGYR6,0.01592,290.4,53.2,18241.20603,2.8,3.3,0,1,1,0.15,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.50,0.65,356.4,351.04,5.36,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - desert,Sweeney yucca rise,SGYR7,0.00145,17.3,9.5,11931.03448,3.4,3.6,2,1,3,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.15,0.00,0.25,308.57,310.66,0,,,,,,,,,,,,,,,,,,
disturbed,inland,reserve - desert,Sweeney yucca rise,SGYR8,0.00178,141.3,,79382.02247,3.5,3.3,0,2,2,0.15,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.10,0.40,0.65,321.43,320.32,1.11,,,,,,,,,,,,,,,,,,
undisturbed,inland,reserve - desert,Sweeney yucca rise,SGYR9,0.00133,19.1,10.2,14360.90226,3.5,3.3,0,2,2,0.60,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.30,0.90,308.65,302.45,6.2,,,,,,,,,,,,,,,,,,
undisturbed,coastal,reserve - grassland,Sedgwick oak meadow,SOM1,0.00427,106,34.0,24824.35597,3.1,5.2,1,2,3,0.40,0.00,0.00,0.00,0.00,0.00,0.40,0.10,0.00,0.00,0.50,97.39,95.58,1.81,,,,,,,,,,,,,,,,,,
disturbed,coastal,reserve - grassland,Sedgwick oak meadow,SOM10,0.00476,119.2,46.1,25042.01681,3.65,6.8,5,4,9,0.15,0.00,0.00,0.00,0.00,0.00,0.15,0.10,0.30,0.00,0.55,92.61,89.8,2.81,3.8,105.0,42.7,26.5,7.0,294.6,1343.0,1098.0,12.3,,0.0,17.3,4.3,63.7,31.6,0.0,0.3,6.2
disturbed,coastal,reserve - grassland,Sedgwick oak meadow,SOM11,0.00291,67,28.4,23024.05498,3.3,3,1,1,2,0.30,0.00,0.00,0.00,0.00,0.00,0.30,0.05,0.05,0.00,0.40,55.07,55.55,0,,,,,,,,,,,,,,,,,,
undisturbed,coastal,reserve - grassland,Sedgwick oak meadow,SOM12,0.00195,66,28.9,33846.15385,3,4.5,1,1,2,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.40,0.00,0.60,63.06,62.22,0.84,,,,,,,,,,,,,,,,,,
disturbed,coastal,reserve - grassland,Sedgwick oak meadow,SOM13,0.00583,132.2,41.1,22675.81475,3.3,5.8,9,2,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.40,0.00,0.45,108.31,103.72,4.59,4.0,110.8,34.7,26.2,6.7,251.5,1448.0,1071.0,15.1,,0.8,18.8,3.4,63.3,28.4,4.5,0.3,4.8
disturbed,coastal,reserve - grassland,Sedgwick oak meadow,SOM14,0.00389,100.9,30.7,25938.30334,3.3,4.2,2,2,4,0.30,0.00,0.00,0.00,0.00,0.00,0.30,0.05,0.05,0.00,0.40,80.96,81.11,0,,,,,,,,,,,,,,,,,,
